state,year,stateno,time,time2,billsproposed,photo,id_req,election_margin,election_margin_mcent,pct_gop,pct_gop_centered,gopXmargin_mcent,battleground,vep_pres,vep_pres_mcent,battleXvep_mcent,gov_gop,pct_nonwhite_registrants,nonwhite_mcent,nonwhite_absgrowth,nonwhite_growth_mcent,gov_ideology,gov_ideology_mcent,south,diff_any_id,diff_anyid_mcent,diff_photo_id,diff_photoid_mcent,voterfraud,voterfraud_mcent,hava,biennial,scaleid2
Florida,2012,9,11,121,1,1,1,10.1919,-5.208448,68.55346,18.55346,-96.63473,1,63.5,2.7505,2.7505,1,33.65195,15.19838,10.81766,5.275564,20.60241,-29.00628,1,1,0.5758246,1,0.8629299,0,-1.025,0,0,3
Georgia,2001,10,0,0,3,0,1,7.388855,-8.011495,41.70213,-8.297873,66.47836,0,45.8,-14.9495,0,0,34.28768,15.83411,-6.353384,-11.89548,74.21243,24.60374,1,0.6,0.1758246,0.2,0.0629299,0,-1.025,0,0,2
Georgia,2002,10,1,1,0,0,1,2.734482,-12.66587,41.70213,-8.297873,105.0998,0,45.8,-14.9495,0,0,31.0677,12.61413,-6.784424,-12.32652,74.16965,24.56096,1,0.6,0.1758246,0.2,0.0629299,1,-0.025,0,0,2
Georgia,2003,10,2,4,1,0,1,2.734482,-12.66587,43.40425,-6.595745,83.54083,0,45.8,-14.9495,0,1,30.65713,12.20356,1.464255,-4.077837,30.3065,-19.30219,1,0.8,0.3758246,0.2,0.0629299,0,-1.025,1,0,2
Georgia,2004,10,3,9,0,0,1,14.3448,-1.055547,43.40425,-6.595745,6.962119,0,56.2,-4.549499,0,1,30.26849,11.81492,1.443124,-4.098968,30.31981,-19.28888,1,0.8,0.3758246,0.2,0.0629299,0,-1.025,0,0,2
Georgia,2005,10,4,16,4,1,1,14.3448,-1.055547,56.59575,6.595745,-6.962119,0,56.2,-4.549499,0,1,30.36211,11.90854,0.334728,-5.207364,13.98373,-35.62496,1,0.8,0.3758246,0.2,0.0629299,0,-1.025,0,0,3
Georgia,2006,10,5,25,0,1,1,20.00665,4.606303,56.59575,6.595745,30.382,0,56.2,-4.549499,0,1,30.4557,12.00213,0.3336113,-5.208481,11.50578,-38.10291,1,0.8,0.3758246,0.2,0.0629299,1,-0.025,0,0,3
Georgia,2007,10,6,36,1,1,1,20.00665,4.606303,59.32203,9.322034,42.94011,1,56.2,-4.549499,-4.549499,1,33.17005,14.71648,18.20449,12.6624,8.993271,-40.61542,1,0.8,0.3758246,0.2,0.0629299,3,1.975,0,0,3
Georgia,2008,10,7,49,1,1,1,16.50174,1.10139,59.74576,9.745763,10.73388,1,62.5,1.7505,1.7505,1,35.48875,17.03518,15.40084,9.858751,6.214264,-43.39442,1,0.8,0.3758246,0.2,0.0629299,15,13.975,0,0,3
Georgia,2009,10,8,64,0,1,1,16.50174,1.10139,58.8983,8.898305,9.8005,1,62.5,1.7505,1.7505,1,35.17242,16.71885,-6.764168,-12.30626,7.00528,-42.60341,1,0.8,0.3758246,0.2,0.0629299,11,9.975,0,0,3
Georgia,2010,10,9,81,1,1,1,21.45926,6.058909,59.14894,9.148936,55.43257,1,62.5,1.7505,1.7505,1,34.81355,16.35998,-7.254902,-12.79699,6.773277,-42.83541,1,0.8,0.3758246,0.2,0.0629299,34,32.975,0,0,3
Georgia,2011,10,10,100,0,1,1,21.45926,6.058909,60.85106,10.85106,65.74561,0,62.5,1.7505,0,1,35.96065,17.50708,12.05074,6.508648,6.541274,-43.06742,1,0.8,0.3758246,0.8,0.6629299,15,13.975,0,0,3
Georgia,2012,10,11,121,0,1,1,24.90038,9.500033,64.06927,14.06926,133.6585,0,58.4,-2.349499,0,1,36.94147,18.4879,10.75472,5.212625,6.30927,-43.29942,1,0.8,0.3758246,0.8,0.6629299,0,-1.025,0,0,3
Hawaii,2001,11,0,0,0,1,1,12.37756,-3.022794,28.94737,-21.05263,63.63777,0,44.2,-16.5495,0,0,72.18863,53.73506,2.226027,-3.316065,88.99662,39.38793,0,,,,,0,-1.025,0,0,3
Hawaii,2002,11,1,1,0,1,1,13.81007,-1.590284,28.94737,-21.05263,33.47966,0,44.2,-16.5495,0,0,71.76471,53.31114,2.177554,-3.364538,88.99662,39.38793,0,,,,,0,-1.025,0,0,3
Hawaii,2003,11,2,4,0,1,1,13.81007,-1.590284,26.31579,-23.68421,37.66462,0,44.2,-16.5495,0,1,71.90889,53.45532,8.688524,3.146432,66.5343,16.92561,0,,,,,0,-1.025,0,0,3
Hawaii,2004,11,3,9,0,1,1,17.22679,1.826441,26.31579,-23.68421,-43.25782,0,48.2,-12.5495,0,1,72.0322,53.57863,7.993967,2.451874,62.81704,13.20835,0,,,,,0,-1.025,0,0,3
Hawaii,2005,11,4,16,0,1,1,17.22679,1.826441,19.73684,-30.26316,-55.27389,0,48.2,-12.5495,0,1,73.60971,55.15614,1.675978,-3.866114,62.81704,13.20835,0,,,,,0,-1.025,0,0,3
Hawaii,2006,11,5,25,0,1,1,29.05865,13.65831,19.73684,-30.26316,-413.3434,0,48.2,-12.5495,0,1,75.20325,56.74968,1.648352,-3.89374,63.21171,13.60302,0,,,,,0,-1.025,0,0,3
Hawaii,2007,11,6,36,0,1,1,29.05865,13.65831,17.10526,-32.89474,-449.2863,0,48.2,-12.5495,0,1,74.06312,55.60955,1.486486,-4.055605,63.21171,13.60302,0,,,,,0,-1.025,0,0,3
Hawaii,2008,11,7,49,0,1,1,31.32993,15.92958,14.47368,-35.52632,-565.9192,0,48.8,-11.9495,0,1,72.98851,54.53494,1.464714,-4.077378,66.42255,16.81386,0,,,,,0,-1.025,0,0,3
Hawaii,2009,11,8,64,0,1,1,31.32993,15.92958,10.52632,-39.47368,-628.799,0,48.8,-11.9495,0,1,76.61943,58.16586,-0.656168,-6.19826,66.42255,16.81386,0,,,,,0,-1.025,0,0,3
Hawaii,2010,11,9,81,0,1,1,32.68919,17.28884,10.52632,-39.47368,-682.4542,0,48.8,-11.9495,0,1,80.68669,62.23312,-0.660502,-6.202594,66.39901,16.79032,0,,,,,0,-1.025,0,0,3
Hawaii,2011,11,10,100,1,1,1,32.68919,17.28884,11.8421,-38.15789,-659.7057,0,48.8,-11.9495,0,0,75.32083,56.86726,1.462766,-4.079326,66.37547,16.76678,0,,,,,0,-1.025,0,0,3
Hawaii,2012,11,11,121,1,1,1,38.02222,22.62187,11.8421,-38.15789,-863.2028,0,44.2,-16.5495,0,0,70.74954,52.29597,1.441678,-4.100414,66.35194,16.74325,0,,,,,0,-1.025,0,0,3
Idaho,2001,12,0,0,0,0,0,51.8924,36.49205,88.57143,38.57143,1407.55,0,57.2,-3.549499,0,1,3.433098,-15.02047,8.333333,2.791241,9.443588,-40.1651,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Idaho,2002,12,1,1,0,0,0,29.07808,13.67773,88.46154,38.46154,526.0665,0,57.2,-3.549499,0,1,3.703705,-14.74986,7.692307,2.150215,10.82102,-38.78767,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Idaho,2003,12,2,4,1,0,0,29.07808,13.67773,78.09524,28.09524,384.2791,0,57.2,-3.549499,0,1,4.715446,-13.73812,38.09524,32.55315,10.82102,-38.78767,0,0.1666667,-0.2575087,0,-0.1370701,0,-1.025,1,0,1
Idaho,2004,12,3,9,0,0,0,43.10133,27.70098,78.09524,28.09524,778.2657,0,63.2,2.450501,0,1,5.580696,-12.87287,27.58621,22.04412,10.82102,-38.78767,0,0.1666667,-0.2575087,0,-0.1370701,0,-1.025,0,0,1
Idaho,2005,12,4,16,0,0,0,43.10133,27.70098,80.95238,30.95238,857.4114,0,63.2,2.450501,0,1,5.064247,-13.38932,-9.459459,-15.00155,10.82102,-38.78767,0,0.3333333,-0.0908421,0,-0.1370701,0,-1.025,0,0,1
Idaho,2006,12,5,25,0,0,0,29.88449,14.48415,80.95238,30.95238,448.3188,0,63.2,2.450501,0,1,4.545456,-13.90811,-10.44776,-15.98985,10.82102,-38.78767,0,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,1
Idaho,2007,12,6,36,0,0,0,29.88449,14.48415,75.2381,25.23809,365.5522,0,63.2,2.450501,0,1,6.579895,-11.87368,51.66667,46.12458,10.82102,-38.78767,0,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,1
Idaho,2008,12,7,49,0,0,0,35.84181,20.44146,75.2381,25.23809,515.9036,0,63.6,2.850498,0,1,8.437065,-10.01651,34.06593,28.52384,11.66682,-37.94187,0,0.5,0.0758246,0,-0.1370701,1,-0.025,0,0,1
Idaho,2009,12,8,64,1,0,0,35.84181,20.44146,76.19048,26.19048,535.3716,0,63.6,2.850498,0,1,7.127426,-11.32614,-18.85246,-24.39455,11.66682,-37.94187,0,0.5,0.0758246,0,-0.1370701,2,0.975,0,0,1
Idaho,2010,12,9,81,1,1,1,51.16374,35.76339,76.19048,26.19048,936.6603,0,63.6,2.850498,0,1,5.705704,-12.74787,-23.23232,-28.77441,16.87047,-32.73822,0,0.5,0.0758246,0,-0.1370701,1,-0.025,0,0,3
Idaho,2011,12,10,100,0,1,1,51.16374,35.76339,80.95238,30.95238,1106.962,0,63.6,2.850498,0,1,6.520195,-11.93338,21.05263,15.51054,22.07412,-27.53457,0,0.5,0.0758246,0,-0.1370701,4,2.975,0,0,3
Idaho,2012,12,11,121,0,1,1,35.30525,19.9049,80.95238,30.95238,616.1041,0,59.6,-1.149502,0,1,7.248322,-11.20525,17.3913,11.84921,27.27777,-22.33092,0,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,3
Illinois,2001,13,0,0,0,0,0,5.306358,-10.09399,49.71751,-0.2824859,2.85141,0,56.2,-4.549499,0,1,21.85255,3.398981,-5.159614,-10.70171,32.45493,-17.15376,0,0.2,-0.2241754,0,-0.1370701,0,-1.025,0,0,1
Illinois,2002,13,1,1,0,0,0,7.639763,-7.760587,49.71751,-0.2824859,2.192256,0,56.2,-4.549499,0,1,20.89604,2.44247,-5.440313,-10.98241,32.22578,-17.38291,0,0.2,-0.2241754,0,-0.1370701,0,-1.025,0,0,1
Illinois,2003,13,2,4,0,0,0,7.639763,-7.760587,44.31818,-5.681818,44.09425,0,56.2,-4.549499,0,0,21.34556,2.89199,7.94702,2.404928,78.4231,28.81441,0,0.2,-0.2241754,0,-0.1370701,1,-0.025,0,0,1
Illinois,2004,13,3,9,0,0,0,2.001511,-13.39884,44.31818,-5.681818,76.12977,0,61.5,0.7505,0,0,21.74926,3.29569,7.361963,1.819871,80.27965,30.67096,0,0.2,-0.2241754,0,-0.1370701,0,-1.025,0,0,1
Illinois,2005,13,4,16,2,0,0,2.001511,-13.39884,45.45454,-4.545455,60.90381,0,61.5,0.7505,0,0,21.86477,3.411201,-4.607143,-10.14923,78.47501,28.86632,0,0.4,-0.0241754,0.2,0.0629299,0,-1.025,0,0,1
Illinois,2006,13,5,25,1,0,0,8.165108,-7.235242,45.45454,-4.545455,32.88747,0,61.5,0.7505,0,0,21.99342,3.53985,-4.829652,-10.37174,77.75258,28.14389,0,0.6,0.1758246,0.2,0.0629299,0,-1.025,0,0,1
Illinois,2007,13,6,36,4,0,0,8.165108,-7.235242,41.80791,-8.19209,59.27176,0,61.5,0.7505,0,0,22.1207,3.667131,3.815893,-1.726199,82.73132,33.12263,0,0.6,0.1758246,0.2,0.0629299,0,-1.025,0,0,1
Illinois,2008,13,7,49,5,0,0,13.88842,-1.51193,41.24294,-8.757062,13.24006,0,63.6,2.850498,0,0,22.24029,3.78672,3.675635,-1.866457,81.61208,32.0034,0,0.6,0.1758246,0.2,0.0629299,1,-0.025,0,0,1
Illinois,2009,13,8,64,3,0,0,13.88842,-1.51193,39.54802,-10.45198,15.80266,0,63.6,2.850498,0,0,23.18356,4.72999,1.461988,-4.080104,83.31818,33.70949,0,0.6,0.1758246,0.2,0.0629299,0,-1.025,0,0,1
Illinois,2010,13,9,81,2,0,0,4.72406,-10.67629,39.54802,-10.45198,111.5883,0,63.6,2.850498,0,0,24.17998,5.726409,1.440922,-4.10117,83.23061,33.62193,0,0.6,0.1758246,0.2,0.0629299,0,-1.025,0,0,1
Illinois,2011,13,10,100,2,0,0,4.72406,-10.67629,44.06779,-5.932203,63.33392,0,63.6,2.850498,0,0,25.07348,6.619911,9.055398,3.513306,83.14305,33.53436,0,0.8,0.3758246,0.4,0.2629299,3,1.975,0,0,1
Illinois,2012,13,11,121,1,0,0,6.505447,-8.894902,44.06779,-5.932203,52.76637,0,58.9,-1.849499,0,0,25.88327,7.4297,8.303484,2.761392,83.05549,33.4468,0,0.8,0.3758246,0.4,0.2629299,0,-1.025,0,0,1
Indiana,2001,14,0,0,1,0,0,14.3556,-1.044752,52.66667,2.666667,-2.786004,0,49.3,-11.4495,0,0,7.685707,-10.76786,0.4484305,-5.093661,53.60234,3.993651,0,0.5,0.0758246,0.25,0.1129299,0,-1.025,0,0,1
Indiana,2002,14,1,1,0,0,0,18.70174,3.301386,52.7027,2.702703,8.922666,0,49.3,-11.4495,0,0,7.953339,-10.50023,0.4464286,-5.095664,52.42299,2.814299,0,0.5,0.0758246,0.25,0.1129299,0,-1.025,0,0,1
Indiana,2003,14,2,4,3,0,0,18.70174,3.301386,54,4,13.20555,0,49.3,-11.4495,0,0,9.522186,-8.931384,24,18.45791,51.06812,1.459429,0,0.5,0.0758246,0.25,0.1129299,1,-0.025,1,0,1
Indiana,2004,14,3,9,1,0,0,20.95442,5.554072,54,4,22.21629,0,54.8,-5.949501,0,0,10.98647,-7.4671,19.35484,13.81275,52.85826,3.249571,0,0.5,0.0758246,0.25,0.1129299,0,-1.025,0,0,1
Indiana,2005,14,4,16,6,1,1,20.95442,5.554072,56.66667,6.666667,37.02715,0,54.8,-5.949501,0,1,10.40656,-8.04701,-6.606606,-12.1487,12.77042,-36.83827,0,0.5,0.0758246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2006,14,5,25,1,1,1,3.219933,-12.18042,56.66667,6.666667,-81.20278,0,54.8,-5.949501,0,1,9.809914,-8.643657,-7.073955,-12.61605,13.93822,-35.67047,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2007,14,6,36,5,1,1,3.219933,-12.18042,54.66667,4.666667,-56.84195,1,54.8,-5.949501,-5.949501,1,9.634773,-8.818797,0.8650519,-4.67704,19.70154,-29.90715,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2008,14,7,49,3,1,1,5.230431,-10.16992,54.66667,4.666667,-47.45962,1,59.1,-1.649502,-1.649502,1,9.468597,-8.984973,0.8576329,-4.684459,20.352,-29.25669,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2009,14,8,64,2,1,1,5.230431,-10.16992,54,4,-40.67968,1,59.1,-1.649502,-1.649502,1,10.38197,-8.0716,4.931973,-0.610119,20.98122,-28.62747,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2010,14,9,81,1,1,1,25.34364,9.943286,54,4,39.77314,1,59.1,-1.649502,-1.649502,1,11.38126,-7.07231,4.700162,-0.8419301,20.54066,-29.06803,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2011,14,10,100,0,1,1,25.34364,9.943286,64.66666,14.66667,145.8349,0,59.1,-1.649502,0,1,11.98428,-6.46929,13.31269,7.770602,20.1001,-29.50859,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Indiana,2012,14,11,121,0,1,1,14.68421,-0.7161382,64.66666,14.66667,-10.50336,0,55.1,-5.649501,0,1,12.50764,-5.94593,11.74863,6.206542,19.65954,-29.94915,0,0.75,0.3258246,0.25,0.1129299,0,-1.025,0,0,3
Iowa,2001,15,0,0,1,0,0,2.12394,-13.27641,57.33333,7.333333,-97.36034,1,63.2,2.450501,2.450501,0,4.074196,-14.37937,-3.90625,-9.448342,55.21452,5.60583,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Iowa,2002,15,1,1,1,0,0,2.277115,-13.12323,57.33333,7.333333,-96.23706,1,63.2,2.450501,2.450501,0,3.946487,-14.50708,-4.065041,-9.607133,56.30506,6.696372,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Iowa,2003,15,2,4,3,0,0,2.277115,-13.12323,55.33333,5.333333,-69.99059,1,63.2,2.450501,2.450501,0,3.944466,-14.5091,5.932203,0.3901113,57.09818,7.489489,0,0.1666667,-0.2575087,0.1666667,0.0295966,0,-1.025,0,0,1
Iowa,2004,15,3,9,0,0,0,1.053093,-14.34726,54.66667,4.666667,-66.95387,1,69.9,9.150501,9.150501,0,3.94265,-14.51092,5.6,0.0579079,55.64225,6.03356,0,0.1666667,-0.2575087,0.1666667,0.0295966,1,-0.025,0,0,1
Iowa,2005,15,4,16,0,0,0,1.053093,-14.34726,50.66667,0.6666667,-9.564838,1,69.9,9.150501,9.150501,0,3.715912,-14.73766,-6.060606,-11.6027,63.15894,13.55025,0,0.1666667,-0.2575087,0.1666667,0.0295966,0,-1.025,0,0,1
Iowa,2006,15,5,25,1,0,0,10.02655,-5.3738,50.66667,0.6666667,-3.582533,1,69.9,9.150501,9.150501,0,3.487671,-14.9659,-6.451613,-11.9937,63.15894,13.55025,0,0.3333333,-0.0908421,0.1666667,0.0295966,0,-1.025,0,0,1
Iowa,2007,15,6,36,2,0,0,10.02655,-5.3738,44,-6,32.2428,0,69.9,9.150501,0,0,4.73732,-13.71625,34.48276,28.94067,77.017,27.40831,0,0.3333333,-0.0908421,0.1666667,0.0295966,0,-1.025,0,0,1
Iowa,2008,15,7,49,2,0,0,1.532433,-13.86792,44.66667,-5.333333,73.96223,0,69.4,8.650501,0,0,6.012268,-12.4413,25.64103,20.09893,76.42979,26.8211,0,0.3333333,-0.0908421,0.1666667,0.0295966,0,-1.025,0,0,1
Iowa,2009,15,8,64,1,0,0,1.532433,-13.86792,41.33333,-8.666667,120.1886,0,69.4,8.650501,0,0,5.225052,-13.22852,-15.30612,-20.84822,78.40823,28.79954,0,0.3333333,-0.0908421,0.1666667,0.0295966,1,-0.025,0,0,1
Iowa,2010,15,9,81,2,0,0,13.43427,-1.966077,41.33333,-8.666667,17.03934,0,69.4,8.650501,0,0,4.395607,-14.05796,-18.07229,-23.61438,78.40823,28.79954,0,0.3333333,-0.0908421,0.1666667,0.0295966,6,4.975,0,0,1
Iowa,2011,15,10,100,3,0,0,13.43427,-1.966077,56,6,-11.79646,1,69.4,8.650501,8.650501,1,5.133659,-13.31991,24.26471,18.72261,78.40823,28.79954,0,0.5,0.0758246,0.3333333,0.1962632,2,0.975,0,0,1
Iowa,2012,15,11,121,1,0,0,4.505295,-10.89505,55.10204,5.102041,-55.58701,1,69.9,9.150501,9.150501,1,5.787964,-12.66561,19.52663,13.98453,78.40823,28.79954,0,0.5,0.0758246,0.3333333,0.1962632,0,-1.025,0,0,1
Kansas,2001,16,0,0,0,0,0,25.13135,9.730998,66.06061,16.06061,156.2857,0,55.6,-5.149501,0,1,8.79969,-9.65388,20,14.45791,13.02975,-36.57894,0,0,-0.4241754,0,-0.1370701,0,-1.025,0,0,1
Kansas,2002,16,1,1,0,0,0,25.69611,10.29576,66.06061,16.06061,165.3562,0,55.6,-5.149501,0,1,10.24654,-8.20703,16.66667,11.12457,13.02975,-36.57894,0,0,-0.4241754,0,-0.1370701,4,2.975,0,0,1
Kansas,2003,16,2,4,2,0,0,25.69611,10.29576,66.66666,16.66667,171.5961,0,55.6,-5.149501,0,0,10.3566,-8.096971,2.631579,-2.910513,42.82106,-6.78763,0,0.25,-0.1741754,0.25,0.1129299,0,-1.025,1,0,1
Kansas,2004,16,3,9,1,0,0,27.71629,12.31594,66.66666,16.66667,205.2656,0,61.6,0.8504985,0,0,10.46338,-7.99019,2.564103,-2.977989,42.82106,-6.78763,0,0.25,-0.1741754,0,-0.1370701,4,2.975,1,0,1
Kansas,2005,16,4,16,0,0,0,27.71629,12.31594,68.48485,18.48485,227.6582,0,61.6,0.8504985,0,0,9.532928,-8.920642,-11.07143,-16.61352,42.82106,-6.78763,0,0.25,-0.1741754,0,-0.1370701,1,-0.025,0,0,1
Kansas,2006,16,5,25,2,0,0,12.86259,-2.537755,68.48485,18.48485,-46.91002,0,61.6,0.8504985,0,0,8.555733,-9.897838,-12.4498,-17.99189,42.82106,-6.78763,0,0.5,0.0758246,0,-0.1370701,4,2.975,0,0,1
Kansas,2007,16,6,36,3,0,0,12.86259,-2.537755,65.45454,15.45455,-39.21986,0,61.6,0.8504985,0,0,10.62285,-7.830719,27.52294,21.98084,42.82106,-6.78763,0,0.5,0.0758246,0,-0.1370701,0,-1.025,0,0,1
Kansas,2008,16,7,49,4,0,0,17.99089,2.59054,65.45454,15.45455,40.03563,0,62,1.2505,0,0,12.58377,-5.8698,21.58273,16.04064,42.9008,-6.707891,0,0.5,0.0758246,0,-0.1370701,32,30.975,0,0,1
Kansas,2009,16,8,64,3,0,0,17.99089,2.59054,64.84849,14.84848,38.4656,0,62,1.2505,0,0,11.70134,-6.75223,-6.804734,-12.34683,42.9008,-6.707891,0,0.75,0.3258246,0.25,0.1129299,8,6.975,0,0,1
Kansas,2010,16,9,81,3,0,0,36.66016,21.25981,64.84849,14.84848,315.6759,0,62,1.2505,0,0,10.82283,-7.63074,-7.301587,-12.84368,42.56974,-7.038949,0,0.75,0.3258246,0.25,0.1129299,39,37.975,0,0,1
Kansas,2011,16,10,100,1,1,1,36.66016,21.25981,75.15151,25.15152,534.7164,0,62,1.2505,0,1,11.32813,-7.12544,9.246575,3.704483,42.23868,-7.370008,0,0.75,0.3258246,0.25,0.1129299,1,-0.025,0,0,3
Kansas,2012,16,11,121,0,1,1,29.84085,14.4405,75.15151,25.15152,363.2005,0,57,-3.7495,0,1,11.79278,-6.66079,8.46395,2.921858,41.90762,-7.701066,0,0.75,0.3258246,0.25,0.1129299,1,-0.025,0,0,3
Kentucky,2001,17,0,0,0,0,1,14.88012,-0.5202307,39.13044,-10.86957,5.654681,0,52.2,-8.5495,0,0,7.577972,-10.8756,-11.64773,-17.18982,51.05207,1.443381,0,0.2857143,-0.1384611,0,-0.1370701,0,-1.025,0,0,2
Kentucky,2002,17,1,1,0,0,1,3.43837,-11.96198,39.13044,-10.86957,130.0215,0,52.2,-8.5495,0,0,6.693108,-11.76046,-13.18328,-18.72537,51.05207,1.443381,0,0.2857143,-0.1384611,0,-0.1370701,0,-1.025,0,0,2
Kentucky,2003,17,2,4,0,0,1,3.43837,-11.96198,41.30435,-8.695652,104.0172,0,52.2,-8.5495,0,0,8.05085,-10.40272,26.66667,21.12457,49.03088,-0.57781,0,0.2857143,-0.1384611,0,-0.1370701,0,-1.025,0,0,2
Kentucky,2004,17,3,9,0,0,1,0.2151413,-15.18521,42.33577,-7.664234,116.383,0,58.7,-2.049499,0,1,9.278351,-9.17522,21.05263,15.51054,31.63745,-17.97124,0,0.2857143,-0.1384611,0,-0.1370701,1,-0.025,0,0,2
Kentucky,2005,17,4,16,0,0,1,0.2151413,-15.18521,47.44526,-2.554744,38.79433,0,58.7,-2.049499,0,1,8.342651,-10.11092,-9.903381,-15.44547,29.58003,-20.02866,0,0.4285714,0.004396,0.1428571,0.005787,0,-1.025,0,0,2
Kentucky,2006,17,5,25,0,0,1,4.111191,-11.28916,47.44526,-2.554744,28.84092,0,58.7,-2.049499,0,1,7.410713,-11.04286,-10.99196,-16.53405,29.90683,-19.70186,0,0.5714286,0.1472532,0.1428571,0.005787,0,-1.025,0,0,2
Kentucky,2007,17,6,36,0,0,1,4.111191,-11.28916,43.79562,-6.20438,70.04223,0,58.7,-2.049499,0,1,8.024002,-10.42957,8.73494,3.192847,32.94414,-16.66455,0,0.5714286,0.1472532,0.1428571,0.005787,0,-1.025,0,0,2
Kentucky,2008,17,7,49,0,0,1,15.56076,0.1604105,42.96296,-7.037037,-1.128815,0,57.9,-2.849499,0,0,8.632141,-9.821429,8.033241,2.491149,61.15961,11.55092,0,0.5714286,0.1472532,0.1428571,0.005787,0,-1.025,0,0,2
Kentucky,2009,17,8,64,0,0,1,15.56076,0.1604105,41.17647,-8.823529,-1.415387,0,57.9,-2.849499,0,0,7.799637,-10.65393,-12.5641,-18.10619,61.80928,12.20059,0,0.5714286,0.1472532,0.1428571,0.005787,2,0.975,0,0,2
Kentucky,2010,17,9,81,0,0,1,8.793457,-6.606893,40.14598,-9.854014,65.10442,0,57.9,-2.849499,0,0,6.909607,-11.54396,-14.3695,-19.91159,64.44075,14.83206,0,0.5714286,0.1472532,0.1428571,0.005787,1,-0.025,0,0,2
Kentucky,2011,17,10,100,0,0,1,8.793457,-6.606893,46.71533,-3.284672,21.70147,0,57.9,-2.849499,0,0,8.310692,-10.14288,25.68493,20.14284,67.07222,17.46353,0,0.5714286,0.1472532,0.2857143,0.1486442,0,-1.025,0,0,2
Kentucky,2012,17,11,121,1,0,1,1.606178,-13.79417,46.32353,-3.676471,50.71386,0,55.3,-5.449501,0,0,9.596176,-8.857394,20.43597,14.89387,69.70369,20.095,0,0.5714286,0.1472532,0.2857143,0.1486442,0,-1.025,0,0,2
Louisiana,2001,18,0,0,0,1,1,,,32.86713,-17.13287,,0,56.4,-4.349498,0,1,31.43165,12.97808,4.434907,-1.107185,43.59677,-6.011919,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2002,18,1,1,0,1,1,,,33.33333,-16.66667,,0,56.4,-4.349498,0,1,33.43585,14.98228,4.246575,-1.295517,43.59677,-6.011919,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2003,18,2,4,0,1,1,,,34.50704,-15.49296,,0,56.4,-4.349498,0,1,31.90446,13.45089,-1.708279,-7.250371,43.59677,-6.011919,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2004,18,3,9,0,1,1,,,36.61972,-13.38028,,0,61.1,0.3504985,0,0,30.46001,12.00644,-1.737968,-7.28006,68.04991,18.44122,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2005,18,4,16,0,1,1,,,36.36364,-13.63636,,0,61.1,0.3504985,0,0,30.1176,11.66403,-5.918367,-11.46046,68.04991,18.44122,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2006,18,5,25,0,1,1,,,36.36364,-13.63636,,0,61.1,0.3504985,0,0,29.73841,11.28484,-6.290672,-11.83276,73.70787,24.09918,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2007,18,6,36,0,1,1,,,41.13475,-8.865248,,0,61.1,0.3504985,0,0,31.25547,12.8019,10.26235,4.720253,73.70787,24.09918,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2008,18,7,49,0,1,1,,,44.68085,-5.319149,,0,61.2,0.4505008,0,1,32.63686,14.18329,9.307208,3.765116,40.64985,-8.958841,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2009,18,8,64,0,1,1,,,47.10145,-2.898551,,0,61.2,0.4505008,0,1,33.3956,14.94203,3.008963,-2.533129,36.12518,-13.48351,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2010,18,9,81,0,1,1,,,46.09929,-3.900709,,0,61.2,0.4505008,0,1,34.14433,15.69076,2.921069,-2.621023,35.88147,-13.72722,1,0.6666667,0.2424913,0,-0.1370701,0,-1.025,0,0,3
Louisiana,2011,18,10,100,0,1,1,,,50.35971,0.3597122,,0,61.2,0.4505008,0,1,34.16616,15.71259,1.570048,-3.972044,35.63776,-13.97093,1,0.6666667,0.2424913,0.3333333,0.1962632,0,-1.025,0,0,3
